ASID,Rotation,TYPE,ASSET_ID,SOURCE_ID,ACCESS,SURFACE_MA,LENGTH_M,WIDTH_M,STARTX,STARTY,ENDX,ENDY,DATE_OF_CO,OWNER,CURRENT_MA,CURRENTLY_,DEP_DAS_ID,CONDITION_,RISK_RATIN,SWEEPING_M,SWEEPING_I,INSP1,DATE_INSP1,INSP2,DATE_INSP2,INSP3,DATE_INSP3,INSP4,DATE_INSP4,INSP5,DATE_INSP5,INSP6,DATE_INSP6,INSP7,DATE_INSP7,INSP8,DATE_INSP8,INSP9,DATE_INSP9,INSP10,DATE_INS00,LAST_MAINT,ASSET_INFO,CONSQ_FAIL,SRVY_DATE,SRVY_TIME,SECTION,XSP,STCHAIN,ENDCHAIN,START_DATE,_DBFOCode,_Source,CreateDate,UserID
"222","0","","*","2600000222","","ASPHALT","27.490363811","3.000000000","446948.128210224","517248.378447055","446939.404935579","517274.031104058","01-JAN-1000","0011","DBFO (AREA) 26","AUTOLINK","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","0700A19/375","L1","35.990000000","61.000000000","01-JAN-1000","DBFO26","ADC","27/09/2018 09:38:44","0"
"223","0","","*","2600000223","","CONCRETE","6.789785401","1.000000000","446778.279951541","518663.153471916","446781.940758670","518668.871835052","01-JAN-1000","0011","DBFO (AREA) 26","AUTOLINK","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","0700A66/180","L2","35.210214599","42.000000000","01-JAN-1000","DBFO26","ADC","27/09/2018 09:38:44","0"
"224","0","","*","2600000224","","CONCRETE","73.784110712","1.500000000","445258.063830781","527966.060542468","445273.531565407","527893.941186418","01-JAN-1000","0011","DBFO (AREA) 26","AUTOLINK","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","0700A19/277","L1","0.000000000","1501.840000000","01-JAN-1000","DBFO26","ADC","27/09/2018 09:38:44","0"
"225","0","","*","2600000225","","CONCRETE","75.057883861","1.500000000","445249.967180780","528038.559789774","445258.063830781","527966.060542468","01-JAN-1000","0011","DBFO (AREA) 26","AUTOLINK","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","0700A19/277","L2","1355.340000000","1428.120000000","01-JAN-1000","DBFO26","ADC","27/09/2018 09:38:44","0"
"226","0","","*","2600000226","","CONCRETE","110.201744689","1.000000000","445090.845746590","528913.309395304","445109.438359373","528804.690487143","01-JAN-1000","0011","DBFO (AREA) 26","AUTOLINK","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","0700A19/277","L2","466.370000000","576.560000000","01-JAN-1000","DBFO26","ADC","27/09/2018 09:38:44","0"
"227","0","","*","2600000227","","ASPHALT","87.331289621","1.500000000","445153.029997414","531840.811406570","445167.129051897","531754.626076864","01-JAN-1000","0011","DBFO (AREA) 26","AUTOLINK","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","0700A19/262","L2","71.170000000","158.550000000","01-JAN-1000","DBFO26","ADC","27/09/2018 09:38:44","0"
"228","0","","*","2600000228","","ASPHALT","5.326283686","2.500000000","445152.123040693","531846.059904203","445153.029997414","531840.811406570","01-JAN-1000","0011","DBFO (AREA) 26","AUTOLINK","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","0700A19/262","L1","65.840000000","71.170000000","01-JAN-1000","DBFO26","ADC","27/09/2018 09:38:44","0"
"229","0","","*","2600000229","","ASPHALT","63.563415516","1.500000000","445154.283246702","531906.002745743","445152.123040693","531846.059904203","01-JAN-1000","0011","DBFO (AREA) 26","AUTOLINK","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","0700A19/262","L2","7.410000000","65.840000000","01-JAN-1000","DBFO26","ADC","27/09/2018 09:38:44","0"
"230","0","","*","2600000230","","CONCRETE","22.216474123","2.500000000","444962.346469329","532652.129169276","444967.095624523","532630.435379059","01-JAN-1000","0011","DBFO (AREA) 26","AUTOLINK","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","0700A19/264","L2","80.130000000","102.300000000","01-JAN-1000","DBFO26","ADC","27/09/2018 09:38:44","0"
"231","0","","*","2600000231","","CONCRETE","59.624448127","1.500000000","444954.002467495","532709.872640380","444962.346469329","532652.129169276","01-JAN-1000","0011","DBFO (AREA) 26","AUTOLINK","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","0700A19/264","L2","22.170000000","80.130000000","01-JAN-1000","DBFO26","ADC","27/09/2018 09:38:44","0"
"232","0","","*","2600000232","","CONCRETE","25.337238097","1.000000000","444935.657206545","532755.309634175","444953.433558279","532737.254802317","01-JAN-1000","0011","DBFO (AREA) 26","AUTOLINK","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","0700A19/266","L2","1156.680000000","1178.580000000","01-JAN-1000","DBFO26","ADC","27/09/2018 09:38:44","0"
"233","0","","*","2600000233","","ASPHALT","41.421463798","1.500000000","444016.407099322","535085.872517490","444025.311765311","535045.434092868","01-JAN-1000","0011","DBFO (AREA) 26","AUTOLINK","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","1300A19/675","L2","1552.010000000","1593.980000000","01-JAN-1000","DBFO26","ADC","27/09/2018 09:38:44","0"
"234","0","","*","2600000234","","ASPHALT","13.869080232","1.500000000","444012.968908843","535099.308671431","444016.407099322","535085.872517490","01-JAN-1000","0011","DBFO (AREA) 26","AUTOLINK","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","1300A19/675","L1","1537.890000000","1552.010000000","01-JAN-1000","DBFO26","ADC","27/09/2018 09:38:44","0"
"235","0","","*","2600000235","","ASPHALT","25.900750777","1.000000000","443365.904758690","536309.122365863","443376.375986288","536285.439145114","01-JAN-1000","0011","DBFO (AREA) 26","AUTOLINK","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","1300A19/675","L2","134.230000000","160.560000000","01-JAN-1000","DBFO26","ADC","27/09/2018 09:38:44","0"
"236","0","","*","2600000236","","ASPHALT","17.975685913","1.000000000","443358.624369738","536325.557661309","443365.904758690","536309.122365863","01-JAN-1000","0011","DBFO (AREA) 26","AUTOLINK","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","1300A19/675","L1","116.250000000","134.230000000","01-JAN-1000","DBFO26","ADC","27/09/2018 09:38:44","0"
"237","0","","*","2600000237","","ASPHALT","74.319476871","1.000000000","443325.842006800","536392.248571234","443358.624369738","536325.557661309","01-JAN-1000","0011","DBFO (AREA) 26","AUTOLINK","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","1300A19/675","L2","40.950000000","116.250000000","01-JAN-1000","DBFO26","ADC","27/09/2018 09:38:44","0"
"238","0","","*","2600000238","","ASPHALT","446.661732267","1.000000000","443066.345198765","536752.875342895","443325.842006800","536392.248571234","01-JAN-1000","0011","DBFO (AREA) 26","AUTOLINK","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","1300A19/670","L2","278.120000000","690.000000000","01-JAN-1000","DBFO26","ADC","27/09/2018 09:38:44","0"
"239","0","","*","2600000239","","ASPHALT","52.909756696","1.500000000","443027.750067750","536789.064983718","443066.345198765","536752.875342895","01-JAN-1000","0011","DBFO (AREA) 26","AUTOLINK","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","1300A19/670","L1","224.500000000","278.120000000","01-JAN-1000","DBFO26","ADC","27/09/2018 09:38:44","0"
"240","0","","*","2600000240","","ASPHALT","16.371649380","2.000000000","443015.621582871","536800.061835901","443027.750067750","536789.064983718","01-JAN-1000","0011","DBFO (AREA) 26","AUTOLINK","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","1300A19/670","L1","207.860000000","224.500000000","01-JAN-1000","DBFO26","ADC","27/09/2018 09:38:44","0"
"241","0","","*","2600000241","","ASPHALT","36.904455198","2.000000000","442989.187916981","536825.814464288","443015.621582871","536800.061835901","01-JAN-1000","0011","DBFO (AREA) 26","AUTOLINK","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","1300A19/670","L2","170.670000000","207.860000000","01-JAN-1000","DBFO26","ADC","27/09/2018 09:38:44","0"
"242","0","","*","2600000242","","CONCRETE","97.693668917","2.000000000","444070.156652640","496385.030518277","444064.566501214","496287.598407928","01-JAN-1000","0011","DBFO (AREA) 26","AUTOLINK","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","2700A19/791","L1","591.590000000","690.470000000","01-JAN-1000","DBFO26","ADC","27/09/2018 09:38:44","0"
"243","0","","*","2600000243","","ASPHALT","89.890023987","1.000000000","443104.404400807","491849.908683398","443102.879064504","491939.782957155","01-JAN-1000","0011","DBFO (AREA) 26","AUTOLINK","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","2700A19/760","L1","807.870000000","896.680000000","01-JAN-1000","DBFO26","ADC","27/09/2018 09:38:44","0"
"244","0","","*","2600000244","","ASPHALT","25.245208326","2.000000000","437518.441465301","473233.557558476","437500.904220339","473215.402755234","01-JAN-1000","0011","DBFO (AREA) 26","AUTOLINK","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","2700A168/121","L1","519.380000000","547.020000000","01-JAN-1000","DBFO26","ADC","27/09/2018 09:38:44","0"
